TIMESTAMP_EVENT,VIN,Q_FUEL_CNSMN
2022-08-09 12:26:15.714,0009ed13859f3e4190a5,-2147483648
2022-08-08 07:41:25.712,0009ed13859f3e4190a5,-2147483648
2022-08-07 23:07:02.138,0009ed13859f3e4190a5,-2147483648
2022-08-07 14:11:04.619,0009ed13859f3e4190a5,-2147483648
2022-08-08 07:47:34.724,0009ed13859f3e4190a5,-2147483648
2022-08-06 10:53:19.830,0009ed13859f3e4190a5,-2147483648
2022-08-08 07:44:11.013,0009ed13859f3e4190a5,-2147483648
2022-08-08 07:27:05.910,0009ed13859f3e4190a5,-2147483648
2022-08-07 15:49:07.248,0009ed13859f3e4190a5,-2147483648
2022-08-07 14:15:08.762,0009ed13859f3e4190a5,-2147483648
2022-08-08 09:45:43.945,0009ed13859f3e4190a5,-2147483648
2022-08-08 07:45:39.022,0009ed13859f3e4190a5,-2147483648
2022-08-07 19:14:29.698,0009ed13859f3e4190a5,-2147483648
2022-08-07 12:21:42.783,0009ed13859f3e4190a5,-2147483648
2022-08-08 09:44:16.117,0009ed13859f3e4190a5,-2147483648
2022-08-07 11:12:02.295,0009ed13859f3e4190a5,-2147483648
2022-08-07 12:08:29.513,0009ed13859f3e4190a5,-2147483648
2022-08-15 15:27:41.387,0009ed13859f3e4190a5,-2147483648
2022-08-15 08:43:14.997,0009ed13859f3e4190a5,-2147483648
2022-08-15 16:03:00.925,0009ed13859f3e4190a5,-2147483648
2022-08-17 16:06:15.954,0009ed13859f3e4190a5,-2147483648
2022-08-15 22:36:14.935,0009ed13859f3e4190a5,-2147483648
2022-08-17 21:11:04.568,0009ed13859f3e4190a5,-2147483648
2022-08-19 16:58:46.175,0009ed13859f3e4190a5,-2147483648
2022-08-12 17:44:10.692,0009ed13859f3e4190a5,-2147483648
2022-08-11 12:54:55.819,0009ed13859f3e4190a5,-2147483648
2022-08-12 07:09:59.879,0009ed13859f3e4190a5,-2147483648
2022-08-17 08:58:25.684,0009ed13859f3e4190a5,-2147483648
2022-08-12 08:11:07.266,0009ed13859f3e4190a5,-2147483648
2022-08-11 22:14:02.589,0009ed13859f3e4190a5,-2147483648
2022-08-15 15:18:45.398,0009ed13859f3e4190a5,-2147483648
2022-08-12 07:40:14.625,0009ed13859f3e4190a5,-2147483648
2022-08-17 17:01:22.341,0009ed13859f3e4190a5,-2147483648
2022-08-18 16:26:28.964,0009ed13859f3e4190a5,-2147483648
2022-08-17 16:50:33.986,0009ed13859f3e4190a5,-2147483648
2022-08-18 11:58:30.712,0009ed13859f3e4190a5,-2147483648
2022-08-15 08:50:17.423,0009ed13859f3e4190a5,-2147483648
2022-08-19 15:00:04.488,0009ed13859f3e4190a5,-2147483648
2022-08-19 20:25:19.859,0009ed13859f3e4190a5,-2147483648
2022-08-18 22:32:45.324,0009ed13859f3e4190a5,-2147483648
2022-08-11 20:19:26.897,0009ed13859f3e4190a5,-2147483648
2022-08-16 17:16:26.245,0009ed13859f3e4190a5,-2147483648
2022-08-15 12:31:09.230,0009ed13859f3e4190a5,-2147483648
2022-08-15 17:14:30.916,0009ed13859f3e4190a5,-2147483648
2022-08-11 10:45:36.654,0009ed13859f3e4190a5,-2147483648
2022-08-11 23:05:09.626,0009ed13859f3e4190a5,-2147483648
2022-08-12 08:05:26.860,0009ed13859f3e4190a5,-2147483648
2022-08-12 07:31:29.915,0009ed13859f3e4190a5,-2147483648
2022-08-18 21:37:18.702,0009ed13859f3e4190a5,-2147483648
2022-08-14 19:14:26.840,0009ed13859f3e4190a5,-2147483648
2022-08-12 17:56:01.263,0009ed13859f3e4190a5,-2147483648
2022-08-17 12:33:32.333,0009ed13859f3e4190a5,-2147483648
2022-08-15 21:25:08.385,0009ed13859f3e4190a5,-2147483648
2022-08-13 21:35:43.438,0009ed13859f3e4190a5,-2147483648
2022-08-18 23:16:44.051,0009ed13859f3e4190a5,-2147483648
2022-08-19 17:56:37.781,0009ed13859f3e4190a5,-2147483648
2022-08-13 16:24:51.039,0009ed13859f3e4190a5,-2147483648
2022-08-12 07:37:28.729,0009ed13859f3e4190a5,-2147483648
2022-08-13 09:10:38.681,0009ed13859f3e4190a5,-2147483648
2022-08-14 17:16:26.836,0009ed13859f3e4190a5,-2147483648
2022-08-13 16:22:24.613,0009ed13859f3e4190a5,-2147483648
2022-08-13 14:43:35.936,0009ed13859f3e4190a5,-2147483648
2022-08-12 07:36:01.633,0009ed13859f3e4190a5,-2147483648
2022-08-13 16:35:11.109,0009ed13859f3e4190a5,-2147483648
2022-08-15 11:47:25.361,0009ed13859f3e4190a5,-2147483648
2022-08-15 15:13:13.034,0009ed13859f3e4190a5,-2147483648
2022-08-12 16:23:05.449,0009ed13859f3e4190a5,-2147483648
2022-08-19 11:31:21.775,0009ed13859f3e4190a5,-2147483648
2022-08-16 08:03:25.435,0009ed13859f3e4190a5,-2147483648
2022-08-19 22:38:10.355,0009ed13859f3e4190a5,-2147483648
2022-08-14 10:17:36.485,0009ed13859f3e4190a5,-2147483648
2022-08-12 19:03:07.886,0009ed13859f3e4190a5,-2147483648
2022-08-11 16:36:35.077,0009ed13859f3e4190a5,-2147483648
2022-08-13 16:23:50.864,0009ed13859f3e4190a5,-2147483648
2022-08-15 15:16:52.091,0009ed13859f3e4190a5,-2147483648
2022-08-17 16:39:39.642,0009ed13859f3e4190a5,-2147483648
2022-08-17 16:10:47.541,0009ed13859f3e4190a5,-2147483648
2022-08-20 16:29:34.884,0009ed13859f3e4190a5,-2147483648
2022-08-25 19:29:10.366,0009ed13859f3e4190a5,-2147483648
2022-08-29 10:46:07.395,0009ed13859f3e4190a5,-2147483648
2022-08-23 16:56:50.366,0009ed13859f3e4190a5,-2147483648
2022-08-25 09:21:02.073,0009ed13859f3e4190a5,-2147483648
2022-08-23 22:13:34.542,0009ed13859f3e4190a5,-2147483648
2022-08-23 15:01:28.675,0009ed13859f3e4190a5,-2147483648
2022-08-26 12:00:27.658,0009ed13859f3e4190a5,-2147483648
2022-08-29 16:40:12.058,0009ed13859f3e4190a5,-2147483648
2022-08-29 18:11:07.189,0009ed13859f3e4190a5,-2147483648
2022-08-30 17:01:18.608,0009ed13859f3e4190a5,-2147483648
2022-08-26 17:41:24.844,0009ed13859f3e4190a5,-2147483648
2022-08-27 20:46:05.830,0009ed13859f3e4190a5,-2147483648
2022-08-25 16:25:29.270,0009ed13859f3e4190a5,-2147483648
2022-08-22 13:53:19.608,0009ed13859f3e4190a5,-2147483648
2022-08-29 21:33:21.510,0009ed13859f3e4190a5,-2147483648
2022-08-25 15:25:10.427,0009ed13859f3e4190a5,-2147483648
2022-08-26 22:12:25.612,0009ed13859f3e4190a5,-2147483648
2022-08-25 16:27:23.861,0009ed13859f3e4190a5,-2147483648
2022-08-26 15:01:15.844,0009ed13859f3e4190a5,-2147483648
2022-08-20 14:33:15.173,0009ed13859f3e4190a5,-2147483648
2022-08-24 14:57:11.038,0009ed13859f3e4190a5,-2147483648
2022-08-30 20:35:35.449,0009ed13859f3e4190a5,-2147483648
2022-08-30 09:37:02.613,0009ed13859f3e4190a5,-2147483648
2022-08-25 15:58:36.467,0009ed13859f3e4190a5,-2147483648
2022-08-24 13:58:49.632,0009ed13859f3e4190a5,-2147483648
2022-08-29 16:49:56.901,0009ed13859f3e4190a5,-2147483648
2022-08-22 22:01:31.494,0009ed13859f3e4190a5,-2147483648
2022-08-27 19:41:57.361,0009ed13859f3e4190a5,-2147483648
2022-08-25 16:28:23.967,0009ed13859f3e4190a5,-2147483648
2022-08-20 18:08:48.691,0009ed13859f3e4190a5,-2147483648
2022-08-25 15:01:45.075,0009ed13859f3e4190a5,-2147483648
2022-08-21 10:01:09.023,0009ed13859f3e4190a5,-2147483648
2022-08-20 16:49:32.266,0009ed13859f3e4190a5,-2147483648
2022-08-20 16:56:21.186,0009ed13859f3e4190a5,-2147483648
2022-08-28 20:40:08.224,0009ed13859f3e4190a5,-2147483648
2022-08-27 12:03:24.245,0009ed13859f3e4190a5,-2147483648
2022-08-27 20:31:18.041,0009ed13859f3e4190a5,-2147483648
2022-08-27 20:43:42.977,0009ed13859f3e4190a5,-2147483648
2022-08-20 16:47:37.319,0009ed13859f3e4190a5,-2147483648
2022-08-25 16:31:10.213,0009ed13859f3e4190a5,-2147483648
2022-08-23 13:26:49.694,0009ed13859f3e4190a5,-2147483648
2022-08-20 16:37:10.241,0009ed13859f3e4190a5,-2147483648
2022-08-21 14:46:19.846,0009ed13859f3e4190a5,-2147483648
2022-08-23 17:12:24.256,0009ed13859f3e4190a5,-2147483648
2022-08-20 16:43:58.694,0009ed13859f3e4190a5,-2147483648
2022-08-28 13:01:54.083,0009ed13859f3e4190a5,-2147483648
2022-08-28 00:26:31.927,0009ed13859f3e4190a5,-2147483648
2022-08-27 19:42:31.073,0009ed13859f3e4190a5,-2147483648
2022-08-26 20:44:20.857,0009ed13859f3e4190a5,-2147483648
2022-08-05 15:54:25.284,00176c4973894886ca43,8
2022-08-09 10:54:38.633,00176c4973894886ca43,8
2022-08-04 10:18:43.342,00176c4973894886ca43,8
2022-08-03 16:03:51.711,00176c4973894886ca43,8
2022-08-03 12:53:41.964,00176c4973894886ca43,8
2022-08-08 11:32:14.501,00176c4973894886ca43,8
2022-08-05 08:27:49.305,00176c4973894886ca43,8
2022-08-01 10:47:47.595,00176c4973894886ca43,8
2022-08-07 13:54:55.273,00176c4973894886ca43,8
2022-08-07 14:32:25.052,00176c4973894886ca43,8
2022-08-06 08:36:27.638,00176c4973894886ca43,8
2022-08-01 10:38:11.013,00176c4973894886ca43,8
2022-08-06 16:34:56.188,00176c4973894886ca43,8
2022-08-02 11:07:57.092,00176c4973894886ca43,8
2022-08-09 16:29:23.650,00176c4973894886ca43,8
2022-08-01 15:34:45.282,00176c4973894886ca43,8
2022-08-05 11:54:54.112,0022bce2ad006326afe7,10
2022-08-04 11:48:59.633,0022bce2ad006326afe7,10
2022-08-04 07:24:44.324,0022bce2ad006326afe7,10
2022-08-03 11:56:09.274,0022bce2ad006326afe7,10
2022-08-05 22:17:25.508,0022bce2ad006326afe7,10
2022-08-08 11:56:44.694,0022bce2ad006326afe7,9
2022-08-07 14:14:57.618,0022bce2ad006326afe7,9
2022-08-09 18:53:46.690,0022bce2ad006326afe7,9
2022-08-02 11:49:48.731,0022bce2ad006326afe7,10
2022-08-01 11:38:06.320,0022bce2ad006326afe7,10
2022-08-09 11:46:54.996,0022bce2ad006326afe7,9
2022-08-09 07:19:29.476,0022bce2ad006326afe7,9
2022-08-02 07:26:18.001,0022bce2ad006326afe7,10
2022-08-04 21:39:01.559,0022bce2ad006326afe7,10
2022-08-03 07:28:17.461,0022bce2ad006326afe7,10
2022-08-08 07:23:17.975,0022bce2ad006326afe7,9
2022-08-01 07:22:53.810,0022bce2ad006326afe7,10
2022-08-23 11:50:09.488,0022bce2ad006326afe7,9
2022-08-22 11:55:50.642,0022bce2ad006326afe7,9
2022-08-30 12:11:13.518,0022bce2ad006326afe7,9
2022-08-22 07:27:28.343,0022bce2ad006326afe7,9
2022-08-31 11:58:02.972,0022bce2ad006326afe7,9
2022-08-27 12:14:39.046,0022bce2ad006326afe7,9
2022-08-31 07:25:40.329,0022bce2ad006326afe7,9
2022-08-30 07:26:31.157,0022bce2ad006326afe7,9
2022-08-25 07:24:42.002,0022bce2ad006326afe7,9
2022-08-27 09:54:29.670,0022bce2ad006326afe7,9
2022-08-26 11:57:40.465,0022bce2ad006326afe7,9
2022-08-24 07:23:34.014,0022bce2ad006326afe7,9
2022-08-26 17:54:24.643,0022bce2ad006326afe7,9
2022-08-23 07:26:22.188,0022bce2ad006326afe7,9
2022-08-29 11:55:23.867,0022bce2ad006326afe7,9
2022-08-24 12:00:01.369,0022bce2ad006326afe7,9
2022-08-25 22:09:13.202,0022bce2ad006326afe7,9
2022-08-20 01:31:06.578,0022bce2ad006326afe7,9
2022-08-27 21:49:22.974,0022bce2ad006326afe7,10
2022-08-25 11:59:03.753,0022bce2ad006326afe7,9
2022-08-29 07:21:03.949,0022bce2ad006326afe7,9
2022-08-05 15:36:50.220,002ec6da987f343641bc,11
2022-08-04 18:57:54.980,002ec6da987f343641bc,11
2022-08-05 07:05:14.888,002ec6da987f343641bc,11
2022-08-07 10:46:44.297,002ec6da987f343641bc,11
2022-08-09 16:18:12.059,002ec6da987f343641bc,11
2022-08-09 13:26:25.445,002ec6da987f343641bc,11
2022-08-05 08:59:42.072,002ec6da987f343641bc,11
2022-08-04 06:59:27.049,002ec6da987f343641bc,11
2022-08-06 14:57:36.105,002ec6da987f343641bc,11
2022-08-08 16:43:45.604,002ec6da987f343641bc,11
2022-08-02 06:58:33.700,002ec6da987f343641bc,11
2022-08-03 06:53:20.472,002ec6da987f343641bc,11
2022-08-01 06:52:53.773,002ec6da987f343641bc,11
2022-08-07 07:43:20.948,002ec6da987f343641bc,11
2022-08-07 17:52:50.458,002ec6da987f343641bc,11
2022-08-08 06:56:52.319,002ec6da987f343641bc,11
2022-08-02 18:05:20.524,002ec6da987f343641bc,11
2022-08-03 12:19:00.451,002ec6da987f343641bc,11
2022-08-03 16:53:08.858,002ec6da987f343641bc,11
2022-08-01 18:57:56.625,002ec6da987f343641bc,11
2022-08-01 07:07:35.082,002ec6da987f343641bc,11
2022-08-27 22:17:05.952,002ec6da987f343641bc,11
2022-08-20 09:47:31.214,002ec6da987f343641bc,11
2022-08-24 12:29:13.376,002ec6da987f343641bc,11
2022-08-29 10:25:09.089,002ec6da987f343641bc,11
2022-08-21 08:04:32.348,002ec6da987f343641bc,11
2022-08-25 06:42:33.082,002ec6da987f343641bc,11
2022-08-23 07:42:22.168,002ec6da987f343641bc,11
2022-08-22 08:08:36.077,002ec6da987f343641bc,11
2022-08-25 17:44:48.986,002ec6da987f343641bc,11
2022-08-28 08:22:15.539,002ec6da987f343641bc,11
2022-08-30 09:59:50.347,002ec6da987f343641bc,11
2022-08-27 06:52:45.331,002ec6da987f343641bc,11
2022-08-26 07:02:04.746,002ec6da987f343641bc,11
2022-08-21 10:47:58.914,002ec6da987f343641bc,11
2022-08-31 11:42:39.775,002ec6da987f343641bc,11
2022-08-22 06:55:01.115,002ec6da987f343641bc,11
2022-08-28 12:11:19.185,002ec6da987f343641bc,11
2022-08-20 06:51:59.009,002ec6da987f343641bc,11
2022-08-30 06:47:30.384,002ec6da987f343641bc,11
2022-08-23 07:02:36.130,002ec6da987f343641bc,11
2022-08-22 16:09:09.684,002ec6da987f343641bc,11
2022-08-27 11:35:57.607,002ec6da987f343641bc,11
2022-08-31 16:51:05.280,002ec6da987f343641bc,11
2022-08-29 06:54:19.266,002ec6da987f343641bc,11
2022-08-25 18:06:00.590,002ec6da987f343641bc,11
2022-08-26 12:32:47.482,002ec6da987f343641bc,11
2022-08-23 09:41:03.050,002ec6da987f343641bc,11
2022-08-31 06:45:26.261,002ec6da987f343641bc,11
