VIN,EVENTTIME,DATEHOUR,ODOMETERVALUE,FUELAMOUNT,AUTONOMYDISTANCE,DISTANCETOSERVICEVALUE
0022bce2ad006326afe7,1663168531686,2022-09-14 12:15:31.686,10075,31,306,1925
0022bce2ad006326afe7,1663173453424,2022-09-14 13:37:33.424,10083,30,288,1917
00277cd7a10bb6486ed4,1662030837745,2022-09-01 08:13:57.745,10714,19,184,1288
00277cd7a10bb6486ed4,1662033199365,2022-09-01 08:53:19.365,10731,17,165,1271
00277cd7a10bb6486ed4,1662034463032,2022-09-01 09:14:23.032,10734,17,162,1268
00277cd7a10bb6486ed4,1662046953161,2022-09-01 12:42:33.161,10736,16,155,1266
00277cd7a10bb6486ed4,1662047119132,2022-09-01 12:45:19.132,10736,60,564,1266
00277cd7a10bb6486ed4,1662047882428,2022-09-01 12:58:02.428,10737,60,561,1265
00277cd7a10bb6486ed4,1662050805866,2022-09-01 13:46:45.866,10766,60,574,1236
00277cd7a10bb6486ed4,1662115264617,2022-09-02 07:41:04.617,10794,60,585,1208
00277cd7a10bb6486ed4,1662116412776,2022-09-02 08:00:12.776,10797,60,582,1205
00277cd7a10bb6486ed4,1662135847102,2022-09-02 13:24:07.102,10800,60,578,1202
00277cd7a10bb6486ed4,1662136618136,2022-09-02 13:36:58.136,10801,60,575,1201
00277cd7a10bb6486ed4,1662141980516,2022-09-02 15:06:20.516,10815,58,558,1187
00277cd7a10bb6486ed4,1662142562590,2022-09-02 15:16:02.590,10817,58,552,1185
00277cd7a10bb6486ed4,1662232341074,2022-09-03 16:12:21.074,10839,55,540,1163
00277cd7a10bb6486ed4,1662236009443,2022-09-03 17:13:29.443,10840,54,531,1162
00277cd7a10bb6486ed4,1662239464774,2022-09-03 18:11:04.774,10842,54,523,1160
00277cd7a10bb6486ed4,1662270730642,2022-09-04 02:52:10.642,10859,52,506,1143
00277cd7a10bb6486ed4,1662382715579,2022-09-05 09:58:35.579,10866,51,498,1136
00277cd7a10bb6486ed4,1662414786725,2022-09-05 18:53:06.725,10875,51,487,1127
00277cd7a10bb6486ed4,1662466013098,2022-09-06 09:06:53.098,10882,49,466,1120
00277cd7a10bb6486ed4,1662501414476,2022-09-06 18:56:54.476,10890,48,450,1112
00277cd7a10bb6486ed4,1662568974797,2022-09-07 13:42:54.797,10902,48,455,1100
00277cd7a10bb6486ed4,1662580702877,2022-09-07 16:58:22.877,10908,48,455,1094
00277cd7a10bb6486ed4,1662638690353,2022-09-08 09:04:50.353,10925,47,450,1077
00277cd7a10bb6486ed4,1662639166083,2022-09-08 09:12:46.083,10928,46,436,1074
00277cd7a10bb6486ed4,1662639183617,2022-09-08 09:13:03.617,10928,46,436,1074
00277cd7a10bb6486ed4,1662643086746,2022-09-08 10:18:06.746,10929,46,435,1073
00277cd7a10bb6486ed4,1662644499546,2022-09-08 10:41:39.546,10930,45,427,1072
00277cd7a10bb6486ed4,1662645233637,2022-09-08 10:53:53.637,10933,45,425,1069
00277cd7a10bb6486ed4,1662647593930,2022-09-08 11:33:13.930,10935,45,417,1067
00277cd7a10bb6486ed4,1662662118350,2022-09-08 15:35:18.350,10935,45,415,1067
00277cd7a10bb6486ed4,1662663304759,2022-09-08 15:55:04.759,10938,43,401,1064
00277cd7a10bb6486ed4,1662664571745,2022-09-08 16:16:11.745,10940,40,369,1062
00277cd7a10bb6486ed4,1662669341076,2022-09-08 17:35:41.076,10941,40,367,1061
00277cd7a10bb6486ed4,1662674797949,2022-09-08 19:06:37.949,10956,40,363,1046
00277cd7a10bb6486ed4,1662723608888,2022-09-09 08:40:08.888,10973,39,358,1029
00277cd7a10bb6486ed4,1662724247558,2022-09-09 08:50:47.558,10973,39,356,1029
00277cd7a10bb6486ed4,1662726120808,2022-09-09 09:22:00.808,10977,38,340,1025
00277cd7a10bb6486ed4,1662726233402,2022-09-09 09:23:53.402,10977,38,340,1025
00277cd7a10bb6486ed4,1662740446643,2022-09-09 13:20:46.643,10980,37,330,1022
00277cd7a10bb6486ed4,1662741876446,2022-09-09 13:44:36.446,10984,36,313,1018
00277cd7a10bb6486ed4,1662744472741,2022-09-09 14:27:52.741,10999,35,302,1003
00277cd7a10bb6486ed4,1662750936318,2022-09-09 16:15:36.318,11002,34,283,1000
00277cd7a10bb6486ed4,1662751089052,2022-09-09 16:18:09.052,11002,34,282,1000
00277cd7a10bb6486ed4,1662751124876,2022-09-09 16:18:44.876,11002,34,282,1000
00277cd7a10bb6486ed4,1662756179929,2022-09-09 17:42:59.929,11006,33,272,996
00277cd7a10bb6486ed4,1662760350517,2022-09-09 18:52:30.517,11016,31,249,986
00277cd7a10bb6486ed4,1662830233970,2022-09-10 14:17:13.970,11091,24,219,911
00277cd7a10bb6486ed4,1662835426637,2022-09-10 15:43:46.637,11091,24,213,911
00277cd7a10bb6486ed4,1662841504513,2022-09-10 17:25:04.513,11154,16,162,848
00277cd7a10bb6486ed4,1662844235876,2022-09-10 18:10:35.876,11157,15,153,845
00277cd7a10bb6486ed4,1662847603787,2022-09-10 19:06:43.787,11157,15,152,845
00277cd7a10bb6486ed4,1662852693533,2022-09-10 20:31:33.533,11189,12,140,813
00277cd7a10bb6486ed4,1662854334342,2022-09-10 20:58:54.342,11190,12,131,812
00277cd7a10bb6486ed4,1662913949566,2022-09-11 13:32:29.566,11214,9,111,788
00277cd7a10bb6486ed4,1662914020406,2022-09-11 13:33:40.406,11214,9,111,788
00277cd7a10bb6486ed4,1662915715436,2022-09-11 14:01:55.436,11215,9,102,787
00277cd7a10bb6486ed4,1662917430830,2022-09-11 14:30:30.830,11224,8,96,778
00277cd7a10bb6486ed4,1662917517566,2022-09-11 14:31:57.566,11224,8,96,778
00277cd7a10bb6486ed4,1662925186591,2022-09-11 16:39:46.591,11241,6,70,761
00277cd7a10bb6486ed4,1662928855271,2022-09-11 17:40:55.271,11247,5,62,755
00277cd7a10bb6486ed4,1662929382570,2022-09-11 17:49:42.570,11249,4,54,753
00277cd7a10bb6486ed4,1662929529234,2022-09-11 17:52:09.234,11249,60,613,753
00277cd7a10bb6486ed4,1662930635068,2022-09-11 18:10:35.068,11260,60,617,742
00277cd7a10bb6486ed4,1662930661796,2022-09-11 18:11:01.796,11260,60,617,742
00277cd7a10bb6486ed4,1662981109394,2022-09-12 08:11:49.394,11260,60,617,742
00277cd7a10bb6486ed4,1662983052784,2022-09-12 08:44:12.784,11277,60,620,725
00277cd7a10bb6486ed4,1662984465688,2022-09-12 09:07:45.688,11280,60,615,722
00277cd7a10bb6486ed4,1662999765780,2022-09-12 13:22:45.780,11282,60,612,720
00277cd7a10bb6486ed4,1662999908897,2022-09-12 13:25:08.897,11282,60,611,720
00277cd7a10bb6486ed4,1663001936568,2022-09-12 13:58:56.568,11282,60,610,720
00277cd7a10bb6486ed4,1663003259794,2022-09-12 14:20:59.794,11286,60,606,716
00277cd7a10bb6486ed4,1663008895933,2022-09-12 15:54:55.933,11289,60,603,713
00277cd7a10bb6486ed4,1663010299572,2022-09-12 16:18:19.572,11292,60,597,710
00277cd7a10bb6486ed4,1663025034520,2022-09-12 20:23:54.520,11309,60,599,693
00277cd7a10bb6486ed4,1663075597203,2022-09-13 10:26:37.203,11322,57,546,680
00277cd7a10bb6486ed4,1663076122477,2022-09-13 10:35:22.477,11322,57,537,680
00277cd7a10bb6486ed4,1663085569780,2022-09-13 13:12:49.780,11324,56,526,678
00277cd7a10bb6486ed4,1663089321559,2022-09-13 14:15:21.559,11341,54,511,661
00277cd7a10bb6486ed4,1663107423213,2022-09-13 19:17:03.213,11349,53,499,653
00277cd7a10bb6486ed4,1663162453038,2022-09-14 10:34:13.038,11394,49,482,608
002ec6da987f343641bc,1662028950325,2022-09-01 07:42:30.325,36326,5,52,2815
002ec6da987f343641bc,1662029325145,2022-09-01 07:48:45.145,36326,60,703,2815
002ec6da987f343641bc,1662030437289,2022-09-01 08:07:17.289,36333,60,693,2808
002ec6da987f343641bc,1662034624248,2022-09-01 09:17:04.248,36333,60,694,2808
002ec6da987f343641bc,1662035208109,2022-09-01 09:26:48.109,36335,59,689,2806
002ec6da987f343641bc,1662045035660,2022-09-01 12:10:35.660,36352,58,683,2789
002ec6da987f343641bc,1662046885485,2022-09-01 12:41:25.485,36362,56,665,2779
002ec6da987f343641bc,1662050375206,2022-09-01 13:39:35.206,36365,55,649,2776
002ec6da987f343641bc,1662071315840,2022-09-01 19:28:35.840,36372,54,638,2769
002ec6da987f343641bc,1662115286391,2022-09-02 07:41:26.391,36401,51,604,2740
002ec6da987f343641bc,1662116450193,2022-09-02 08:00:50.193,36403,51,602,2738
002ec6da987f343641bc,1662119482878,2022-09-02 08:51:22.878,36405,50,598,2736
002ec6da987f343641bc,1662124082633,2022-09-02 10:08:02.633,36406,50,592,2735
002ec6da987f343641bc,1662126327139,2022-09-02 10:45:27.139,36406,49,585,2735
002ec6da987f343641bc,1662133908760,2022-09-02 12:51:48.760,36434,44,519,2707
002ec6da987f343641bc,1662138562874,2022-09-02 14:09:22.874,36435,44,513,2706
002ec6da987f343641bc,1662140223425,2022-09-02 14:37:03.425,36438,44,512,2703
002ec6da987f343641bc,1662156106047,2022-09-02 19:01:46.047,36441,43,502,2700
002ec6da987f343641bc,1662156293716,2022-09-02 19:04:53.716,36441,43,502,2700
002ec6da987f343641bc,1662157242923,2022-09-02 19:20:42.923,36447,42,495,2694
002ec6da987f343641bc,1662199655512,2022-09-03 07:07:35.512,36459,41,481,2682
002ec6da987f343641bc,1662201364883,2022-09-03 07:36:04.883,36460,41,479,2681
002ec6da987f343641bc,1662201832609,2022-09-03 07:43:52.609,36461,40,472,2680
002ec6da987f343641bc,1662207812475,2022-09-03 09:23:32.475,36481,39,456,2660
002ec6da987f343641bc,1662218324807,2022-09-03 12:18:44.807,36488,38,447,2653
002ec6da987f343641bc,1662220242518,2022-09-03 12:50:42.518,36495,37,442,2646
002ec6da987f343641bc,1662234769761,2022-09-03 16:52:49.761,36512,36,434,2629
002ec6da987f343641bc,1662241621098,2022-09-03 18:47:01.098,36531,34,428,2610
002ec6da987f343641bc,1662242964591,2022-09-03 19:09:24.591,36538,33,411,2603
002ec6da987f343641bc,1662255306479,2022-09-03 22:35:06.479,36545,33,403,2596
002ec6da987f343641bc,1662256549608,2022-09-03 22:55:49.608,36553,32,397,2588
002ec6da987f343641bc,1662288414592,2022-09-04 07:46:54.592,36556,32,392,2585
002ec6da987f343641bc,1662289367684,2022-09-04 08:02:47.684,36559,31,384,2582
002ec6da987f343641bc,1662298951815,2022-09-04 10:42:31.815,36564,31,374,2577
002ec6da987f343641bc,1662298956635,2022-09-04 10:42:36.635,36564,31,null,2577
002ec6da987f343641bc,1662306575685,2022-09-04 12:49:35.685,36570,31,376,2571
002ec6da987f343641bc,1662307854301,2022-09-04 13:10:54.301,36570,30,370,2571
002ec6da987f343641bc,1662328287032,2022-09-04 18:51:27.032,36572,30,364,2569
002ec6da987f343641bc,1662329017958,2022-09-04 19:03:37.958,36573,30,367,2568
002ec6da987f343641bc,1662329991423,2022-09-04 19:19:51.423,36573,30,367,2568
002ec6da987f343641bc,1662330129602,2022-09-04 19:22:09.602,36573,30,362,2568
002ec6da987f343641bc,1662331450199,2022-09-04 19:44:10.199,36575,29,349,2566
002ec6da987f343641bc,1662333157643,2022-09-04 20:12:37.643,36577,28,342,2564
002ec6da987f343641bc,1662333510159,2022-09-04 20:18:30.159,36579,28,340,2562
002ec6da987f343641bc,1662374524558,2022-09-05 07:42:04.558,36606,27,329,2535
002ec6da987f343641bc,1662374529540,2022-09-05 07:42:09.540,36606,27,329,2535
002ec6da987f343641bc,1662374549722,2022-09-05 07:42:29.722,36606,27,329,2535
002ec6da987f343641bc,1662375360554,2022-09-05 07:56:00.554,36606,27,325,2535
002ec6da987f343641bc,1662390433682,2022-09-05 12:07:13.682,36620,26,319,2521
002ec6da987f343641bc,1662392484574,2022-09-05 12:41:24.574,36633,24,301,2508
002ec6da987f343641bc,1662393711787,2022-09-05 13:01:51.787,36633,24,300,2508
002ec6da987f343641bc,1662395011184,2022-09-05 13:23:31.184,36642,23,285,2499
002ec6da987f343641bc,1662395633574,2022-09-05 13:33:53.574,36642,22,285,2499
002ec6da987f343641bc,1662403998645,2022-09-05 15:53:18.645,36646,23,282,2495
002ec6da987f343641bc,1662407626052,2022-09-05 16:53:46.052,36646,23,282,2495
002ec6da987f343641bc,1662407629976,2022-09-05 16:53:49.976,36646,23,null,2495
002ec6da987f343641bc,1662408550548,2022-09-05 17:09:10.548,36650,22,268,2491
002ec6da987f343641bc,1662416405687,2022-09-05 19:20:05.687,36657,22,266,2484
002ec6da987f343641bc,1662461244612,2022-09-06 07:47:24.612,36684,19,233,2457
002ec6da987f343641bc,1662476554891,2022-09-06 12:02:34.891,36700,18,216,2441
002ec6da987f343641bc,1662478496967,2022-09-06 12:34:56.967,36713,16,202,2428
002ec6da987f343641bc,1662479366702,2022-09-06 12:49:26.702,36714,16,202,2427
002ec6da987f343641bc,1662480973767,2022-09-06 13:16:13.767,36719,16,195,2422
002ec6da987f343641bc,1662482390803,2022-09-06 13:39:50.803,36723,15,189,2418
002ec6da987f343641bc,1662506025036,2022-09-06 20:13:45.036,36728,15,176,2413
002ec6da987f343641bc,1662506730546,2022-09-06 20:25:30.546,36733,13,167,2408
002ec6da987f343641bc,1662544187573,2022-09-07 06:49:47.573,36735,13,159,2406
002ec6da987f343641bc,1662547041498,2022-09-07 07:37:21.498,36736,13,156,2405
002ec6da987f343641bc,1662548030608,2022-09-07 07:53:50.608,36736,13,155,2405
002ec6da987f343641bc,1662550128637,2022-09-07 08:28:48.637,36750,12,138,2391
002ec6da987f343641bc,1662553498608,2022-09-07 09:24:58.608,36755,11,126,2386
002ec6da987f343641bc,1662565389571,2022-09-07 12:43:09.571,36764,10,112,2377
002ec6da987f343641bc,1662573100090,2022-09-07 14:51:40.090,36766,9,105,2375
002ec6da987f343641bc,1662588208052,2022-09-07 19:03:28.052,36768,9,103,2373
002ec6da987f343641bc,1662589163896,2022-09-07 19:19:23.896,36773,60,709,2368
002ec6da987f343641bc,1662591595983,2022-09-07 19:59:55.983,36784,59,710,2357
002ec6da987f343641bc,1662593150534,2022-09-07 20:25:50.534,36784,59,708,2357
002ec6da987f343641bc,1662601461654,2022-09-07 22:44:21.654,36790,58,703,2351
002ec6da987f343641bc,1662602549721,2022-09-07 23:02:29.721,36796,58,706,2345
002ec6da987f343641bc,1662633491455,2022-09-08 07:38:11.455,36823,55,680,2318
002ec6da987f343641bc,1662638849217,2022-09-08 09:07:29.217,36824,55,676,2317
002ec6da987f343641bc,1662639064736,2022-09-08 09:11:04.736,36825,54,669,2316
002ec6da987f343641bc,1662641691823,2022-09-08 09:54:51.823,36826,54,659,2315
002ec6da987f343641bc,1662649716835,2022-09-08 12:08:36.835,36842,52,651,2299
002ec6da987f343641bc,1662650237538,2022-09-08 12:17:17.538,36843,52,644,2298
002ec6da987f343641bc,1662652797889,2022-09-08 12:59:57.889,36854,50,611,2287
002ec6da987f343641bc,1662658364794,2022-09-08 14:32:44.794,36857,50,610,2284
002ec6da987f343641bc,1662658493948,2022-09-08 14:34:53.948,36857,49,607,2284
002ec6da987f343641bc,1662660855334,2022-09-08 15:14:15.334,36857,49,605,2284
002ec6da987f343641bc,1662662533529,2022-09-08 15:42:13.529,36859,49,596,2282
002ec6da987f343641bc,1662675945677,2022-09-08 19:25:45.677,36869,46,561,2272
002ec6da987f343641bc,1662720933673,2022-09-09 07:55:33.673,36900,43,518,2241
002ec6da987f343641bc,1662724662664,2022-09-09 08:57:42.664,36903,42,500,2238
002ec6da987f343641bc,1662731409879,2022-09-09 10:50:09.879,36907,40,481,2234
002ec6da987f343641bc,1662735985665,2022-09-09 12:06:25.665,36923,40,474,2218
002ec6da987f343641bc,1662736306069,2022-09-09 12:11:46.069,36923,40,474,2218
002ec6da987f343641bc,1662737859627,2022-09-09 12:37:39.627,36936,39,461,2205
002ec6da987f343641bc,1662738623239,2022-09-09 12:50:23.239,36936,38,458,2205
002ec6da987f343641bc,1662741433942,2022-09-09 13:37:13.942,36945,36,431,2196
002ec6da987f343641bc,1662750128151,2022-09-09 16:02:08.151,36948,37,436,2193
002ec6da987f343641bc,1662754075599,2022-09-09 17:07:55.599,36949,36,428,2192
002ec6da987f343641bc,1662761814675,2022-09-09 19:16:54.675,36958,36,425,2183
002ec6da987f343641bc,1662773473447,2022-09-09 22:31:13.447,36964,35,415,2177
002ec6da987f343641bc,1662774596473,2022-09-09 22:49:56.473,36971,34,408,2170
002ec6da987f343641bc,1662804658235,2022-09-10 07:10:58.235,36978,33,390,2163
002ec6da987f343641bc,1662806378040,2022-09-10 07:39:38.040,36979,33,384,2162
002ec6da987f343641bc,1662809047473,2022-09-10 08:24:07.473,36987,33,388,2154
002ec6da987f343641bc,1662822566629,2022-09-10 12:09:26.629,36994,31,371,2147
002ec6da987f343641bc,1662825219558,2022-09-10 12:53:39.558,37002,30,362,2139
002ec6da987f343641bc,1662837788353,2022-09-10 16:23:08.353,37002,30,358,2139
002ec6da987f343641bc,1662839015024,2022-09-10 16:43:35.024,37009,30,350,2132
002ec6da987f343641bc,1662847114875,2022-09-10 18:58:34.875,37018,28,331,2123
002ec6da987f343641bc,1662891062849,2022-09-11 07:11:02.849,37020,27,323,2121
002ec6da987f343641bc,1662895074338,2022-09-11 08:17:54.338,37021,27,316,2120
002ec6da987f343641bc,1662895898324,2022-09-11 08:31:38.324,37021,27,312,2120
002ec6da987f343641bc,1662898690558,2022-09-11 09:18:10.558,37021,27,312,2120
002ec6da987f343641bc,1662899809492,2022-09-11 09:36:49.492,37029,26,296,2112
002ec6da987f343641bc,1662909645398,2022-09-11 12:20:45.398,37037,27,304,2104
002ec6da987f343641bc,1662912122806,2022-09-11 13:02:02.806,37044,26,297,2097
002ec6da987f343641bc,1662927707572,2022-09-11 17:21:47.572,37044,26,297,2097
002ec6da987f343641bc,1662927919157,2022-09-11 17:25:19.157,37044,26,297,2097
002ec6da987f343641bc,1662928133400,2022-09-11 17:28:53.400,37044,26,296,2097
002ec6da987f343641bc,1662928453909,2022-09-11 17:34:13.909,37045,25,289,2096
002ec6da987f343641bc,1662936680863,2022-09-11 19:51:20.863,37052,24,276,2089
002ec6da987f343641bc,1662977211368,2022-09-12 07:06:51.368,37066,24,280,2075
002ec6da987f343641bc,1662979562372,2022-09-12 07:46:02.372,37080,22,258,2061
002ec6da987f343641bc,1662983010046,2022-09-12 08:43:30.046,37081,22,254,2060
002ec6da987f343641bc,1662995354212,2022-09-12 12:09:14.212,37097,21,245,2044
002ec6da987f343641bc,1662996951854,2022-09-12 12:35:51.854,37110,19,235,2031
002ec6da987f343641bc,1662998947256,2022-09-12 13:09:07.256,37115,19,230,2026
002ec6da987f343641bc,1663000855661,2022-09-12 13:40:55.661,37118,19,220,2023
002ec6da987f343641bc,1663015489432,2022-09-12 17:44:49.432,37119,18,220,2022
002ec6da987f343641bc,1663016796500,2022-09-12 18:06:36.500,37120,18,211,2021
002ec6da987f343641bc,1663021543407,2022-09-12 19:25:43.407,37130,17,198,2011
002ec6da987f343641bc,1663027479493,2022-09-12 21:04:39.493,37137,16,188,2004
002ec6da987f343641bc,1663028145503,2022-09-12 21:15:45.503,37138,16,183,2003
002ec6da987f343641bc,1663029571524,2022-09-12 21:39:31.524,37146,15,178,1995
002ec6da987f343641bc,1663063489526,2022-09-13 07:04:49.526,37160,15,170,1981
002ec6da987f343641bc,1663065288638,2022-09-13 07:34:48.638,37172,13,157,1969
002ec6da987f343641bc,1663066156377,2022-09-13 07:49:16.377,37176,60,725,1965
002ec6da987f343641bc,1663066886579,2022-09-13 08:01:26.579,37177,60,723,1964
002ec6da987f343641bc,1663066891703,2022-09-13 08:01:31.703,37177,60,723,1964
002ec6da987f343641bc,1663073904691,2022-09-13 09:58:24.691,37205,58,728,1936
002ec6da987f343641bc,1663110152614,2022-09-13 20:02:32.614,37248,53,649,1893
002ec6da987f343641bc,1663119767516,2022-09-13 22:42:47.516,37255,52,639,1886
002ec6da987f343641bc,1663149922368,2022-09-14 07:05:22.368,37268,49,608,1873
002ec6da987f343641bc,1663152507253,2022-09-14 07:48:27.253,37283,47,582,1858
002ec6da987f343641bc,1663154279547,2022-09-14 08:17:59.547,37284,46,572,1857
002ec6da987f343641bc,1663165902513,2022-09-14 11:31:42.513,37285,46,572,1856
002ec6da987f343641bc,1663167771410,2022-09-14 12:02:51.410,37300,46,567,1841
002ec6da987f343641bc,1663170328289,2022-09-14 12:45:28.289,37318,43,534,1823
002ec6da987f343641bc,1663171409833,2022-09-14 13:03:29.833,37321,41,513,1820
